t,l,u,R,v,phi,x,y
5.53543e+12,14.533,2.46657,7.87366e+07,2.79419,16.1286,-7.18735e+07,-3.21506e+07
5.53782e+12,14.5393,2.47043,7.87945e+07,2.79629,16.1308,-7.1855e+07,-3.23331e+07
5.54021e+12,14.5456,2.4743,7.88519e+07,2.79839,16.133,-7.18359e+07,-3.25152e+07
5.54261e+12,14.5519,2.47815,7.89091e+07,2.80049,16.1352,-7.18161e+07,-3.26969e+07
5.545e+12,14.5581,2.482,7.89659e+07,2.80258,16.1374,-7.17958e+07,-3.28781e+07
5.54739e+12,14.5644,2.48585,7.90223e+07,2.80467,16.1396,-7.17748e+07,-3.3059e+07
5.54979e+12,14.5707,2.48969,7.90784e+07,2.80675,16.1418,-7.17533e+07,-3.32394e+07
5.55218e+12,14.577,2.49353,7.91341e+07,2.80883,16.144,-7.17311e+07,-3.34195e+07
5.55457e+12,14.5833,2.49737,7.91896e+07,2.8109,16.1461,-7.17083e+07,-3.35991e+07
5.55697e+12,14.5896,2.5012,7.92446e+07,2.81297,16.1483,-7.1685e+07,-3.37783e+07
5.55936e+12,14.5958,2.50502,7.92993e+07,2.81504,16.1505,-7.1661e+07,-3.39571e+07
5.56175e+12,14.6021,2.50884,7.93537e+07,2.8171,16.1526,-7.16364e+07,-3.41355e+07
5.56415e+12,14.6084,2.51266,7.94077e+07,2.81916,16.1548,-7.16113e+07,-3.43135e+07
5.56654e+12,14.6147,2.51647,7.94614e+07,2.82121,16.157,-7.15855e+07,-3.44911e+07
5.56893e+12,14.621,2.52028,7.95148e+07,2.82326,16.1591,-7.15591e+07,-3.46683e+07
5.57133e+12,14.6273,2.52409,7.95678e+07,2.8253,16.1613,-7.15322e+07,-3.48451e+07
5.57372e+12,14.6335,2.52789,7.96205e+07,2.82734,16.1634,-7.15047e+07,-3.50215e+07
5.57611e+12,14.6398,2.53168,7.96728e+07,2.82938,16.1655,-7.14766e+07,-3.51974e+07
5.57851e+12,14.6461,2.53548,7.97248e+07,2.83141,16.1677,-7.14479e+07,-3.5373e+07
5.5809e+12,14.6524,2.53927,7.97765e+07,2.83344,16.1698,-7.14186e+07,-3.55482e+07
5.58329e+12,14.6587,2.54305,7.98278e+07,2.83547,16.1719,-7.13887e+07,-3.57229e+07
5.58568e+12,14.665,2.54683,7.98788e+07,2.83749,16.1741,-7.13583e+07,-3.58973e+07
5.58808e+12,14.6712,2.55061,7.99294e+07,2.83951,16.1762,-7.13273e+07,-3.60713e+07
5.59047e+12,14.6775,2.55438,7.99798e+07,2.84152,16.1783,-7.12957e+07,-3.62448e+07
5.59286e+12,14.6838,2.55815,8.00297e+07,2.84353,16.1804,-7.12635e+07,-3.6418e+07
5.59526e+12,14.6901,2.56192,8.00794e+07,2.84554,16.1825,-7.12308e+07,-3.65907e+07
5.59765e+12,14.6964,2.56568,8.01287e+07,2.84754,16.1846,-7.11975e+07,-3.67631e+07
5.60004e+12,14.7027,2.56944,8.01777e+07,2.84954,16.1867,-7.11636e+07,-3.6935e+07
5.60244e+12,14.7089,2.57319,8.02263e+07,2.85154,16.1888,-7.11292e+07,-3.71066e+07
5.60483e+12,14.7152,2.57694,8.02746e+07,2.85353,16.1909,-7.10942e+07,-3.72777e+07
5.60722e+12,14.7215,2.58069,8.03226e+07,2.85552,16.193,-7.10587e+07,-3.74485e+07
5.60962e+12,14.7278,2.58444,8.03703e+07,2.8575,16.1951,-7.10226e+07,-3.76188e+07
5.61201e+12,14.7341,2.58818,8.04176e+07,2.85948,16.1971,-7.09859e+07,-3.77888e+07
5.6144e+12,14.7404,2.59191,8.04646e+07,2.86146,16.1992,-7.09487e+07,-3.79583e+07
5.6168e+12,14.7466,2.59565,8.05113e+07,2.86344,16.2013,-7.09109e+07,-3.81275e+07
5.61919e+12,14.7529,2.59938,8.05576e+07,2.86541,16.2034,-7.08726e+07,-3.82962e+07
5.62158e+12,14.7592,2.6031,8.06036e+07,2.86738,16.2054,-7.08337e+07,-3.84646e+07
5.62398e+12,14.7655,2.60683,8.06493e+07,2.86934,16.2075,-7.07943e+07,-3.86326e+07
5.62637e+12,14.7718,2.61055,8.06947e+07,2.87131,16.2096,-7.07543e+07,-3.88001e+07
5.62876e+12,14.7781,2.61426,8.07397e+07,2.87326,16.2116,-7.07138e+07,-3.89673e+07
5.63116e+12,14.7843,2.61798,8.07844e+07,2.87522,16.2137,-7.06728e+07,-3.91341e+07
5.63355e+12,14.7906,2.62169,8.08288e+07,2.87717,16.2157,-7.06312e+07,-3.93005e+07
5.63594e+12,14.7969,2.62539,8.08728e+07,2.87912,16.2178,-7.05891e+07,-3.94665e+07
5.63833e+12,14.8032,2.6291,8.09166e+07,2.88107,16.2198,-7.05464e+07,-3.9632e+07
5.64073e+12,14.8095,2.6328,8.096e+07,2.88301,16.2219,-7.05032e+07,-3.97972e+07
5.64312e+12,14.8158,2.63649,8.10031e+07,2.88495,16.2239,-7.04594e+07,-3.9962e+07
5.64551e+12,14.822,2.64019,8.10458e+07,2.88689,16.2259,-7.04151e+07,-4.01264e+07
5.64791e+12,14.8283,2.64388,8.10882e+07,2.88882,16.228,-7.03703e+07,-4.02905e+07
5.6503e+12,14.8346,2.64757,8.11304e+07,2.89075,16.23,-7.0325e+07,-4.04541e+07
5.65269e+12,14.8409,2.65125,8.11722e+07,2.89268,16.232,-7.02791e+07,-4.06173e+07
5.65509e+12,14.8472,2.65494,8.12136e+07,2.89461,16.234,-7.02327e+07,-4.07801e+07
5.65748e+12,14.8535,2.65861,8.12548e+07,2.89653,16.236,-7.01858e+07,-4.09426e+07
5.65987e+12,14.8597,2.66229,8.12956e+07,2.89845,16.2381,-7.01383e+07,-4.11046e+07
5.66227e+12,14.866,2.66596,8.13361e+07,2.90037,16.2401,-7.00904e+07,-4.12662e+07
5.66466e+12,14.8723,2.66963,8.13763e+07,2.90228,16.2421,-7.00419e+07,-4.14275e+07
5.66705e+12,14.8786,2.6733,8.14162e+07,2.90419,16.2441,-6.99929e+07,-4.15884e+07
5.66945e+12,14.8849,2.67697,8.14557e+07,2.9061,16.2461,-6.99433e+07,-4.17488e+07
5.67184e+12,14.8911,2.68063,8.1495e+07,2.90801,16.2481,-6.98933e+07,-4.19089e+07
5.67423e+12,14.8974,2.68429,8.15339e+07,2.90991,16.2501,-6.98427e+07,-4.20686e+07
5.67663e+12,14.9037,2.68794,8.15725e+07,2.91181,16.2521,-6.97917e+07,-4.22279e+07
5.67902e+12,14.91,2.6916,8.16108e+07,2.91371,16.2541,-6.97401e+07,-4.23868e+07
5.68141e+12,14.9163,2.69525,8.16487e+07,2.91561,16.2561,-6.9688e+07,-4.25453e+07
5.68381e+12,14.9226,2.6989,8.16864e+07,2.9175,16.2581,-6.96354e+07,-4.27034e+07
5.6862e+12,14.9288,2.70254,8.17237e+07,2.91939,16.26,-6.95822e+07,-4.28612e+07
5.68859e+12,14.9351,2.70618,8.17608e+07,2.92128,16.262,-6.95286e+07,-4.30185e+07
5.69098e+12,14.9414,2.70983,8.17975e+07,2.92316,16.264,-6.94745e+07,-4.31755e+07
5.69338e+12,14.9477,2.71346,8.18339e+07,2.92505,16.266,-6.94198e+07,-4.3332e+07
5.69577e+12,14.954,2.7171,8.18699e+07,2.92693,16.268,-6.93647e+07,-4.34882e+07
5.69816e+12,14.9603,2.72073,8.19057e+07,2.92881,16.2699,-6.93091e+07,-4.3644e+07
5.70056e+12,14.9665,2.72436,8.19411e+07,2.93068,16.2719,-6.92529e+07,-4.37994e+07
5.70295e+12,14.9728,2.72799,8.19763e+07,2.93256,16.2739,-6.91963e+07,-4.39544e+07
5.70534e+12,14.9791,2.73161,8.20111e+07,2.93443,16.2758,-6.91391e+07,-4.4109e+07
5.70774e+12,14.9854,2.73524,8.20456e+07,2.9363,16.2778,-6.90815e+07,-4.42632e+07
5.71013e+12,14.9917,2.73886,8.20798e+07,2.93816,16.2798,-6.90234e+07,-4.4417e+07
5.71252e+12,14.998,2.74248,8.21137e+07,2.94003,16.2817,-6.89647e+07,-4.45705e+07
5.71492e+12,15.0042,2.74609,8.21473e+07,2.94189,16.2837,-6.89056e+07,-4.47235e+07
5.71731e+12,15.0105,2.74971,8.21806e+07,2.94375,16.2856,-6.8846e+07,-4.48762e+07
5.7197e+12,15.0168,2.75332,8.22135e+07,2.94561,16.2876,-6.87859e+07,-4.50285e+07
5.7221e+12,15.0231,2.75693,8.22462e+07,2.94746,16.2895,-6.87253e+07,-4.51803e+07
5.72449e+12,15.0294,2.76053,8.22785e+07,2.94932,16.2915,-6.86642e+07,-4.53318e+07
5.72688e+12,15.0357,2.76414,8.23105e+07,2.95117,16.2934,-6.86027e+07,-4.54829e+07
5.72928e+12,15.0419,2.76774,8.23422e+07,2.95302,16.2954,-6.85406e+07,-4.56337e+07
5.73167e+12,15.0482,2.77134,8.23737e+07,2.95487,16.2973,-6.84781e+07,-4.5784e+07
5.73406e+12,15.0545,2.77494,8.24048e+07,2.95671,16.2992,-6.8415e+07,-4.59339e+07
5.73646e+12,15.0608,2.77853,8.24356e+07,2.95856,16.3012,-6.83515e+07,-4.60835e+07
5.73885e+12,15.0671,2.78213,8.2466e+07,2.9604,16.3031,-6.82876e+07,-4.62326e+07
5.74124e+12,15.0734,2.78572,8.24962e+07,2.96224,16.305,-6.82231e+07,-4.63814e+07
5.74363e+12,15.0796,2.78931,8.25261e+07,2.96407,16.307,-6.81581e+07,-4.65298e+07
5.74603e+12,15.0859,2.7929,8.25557e+07,2.96591,16.3089,-6.80927e+07,-4.66778e+07
5.74842e+12,15.0922,2.79648,8.25849e+07,2.96774,16.3108,-6.80268e+07,-4.68254e+07
5.75081e+12,15.0985,2.80007,8.26139e+07,2.96957,16.3127,-6.79604e+07,-4.69726e+07
5.75321e+12,15.1048,2.80365,8.26425e+07,2.9714,16.3147,-6.78936e+07,-4.71195e+07
5.7556e+12,15.1111,2.80723,8.26708e+07,2.97323,16.3166,-6.78263e+07,-4.72659e+07
5.75799e+12,15.1173,2.8108,8.26989e+07,2.97506,16.3185,-6.77585e+07,-4.7412e+07
5.76039e+12,15.1236,2.81438,8.27266e+07,2.97688,16.3204,-6.76902e+07,-4.75577e+07
5.76278e+12,15.1299,2.81795,8.2754e+07,2.97871,16.3223,-6.76214e+07,-4.77029e+07
5.76517e+12,15.1362,2.82153,8.27811e+07,2.98053,16.3242,-6.75522e+07,-4.78478e+07
5.76757e+12,15.1425,2.8251,8.2808e+07,2.98235,16.3262,-6.74825e+07,-4.79923e+07
5.76996e+12,15.1488,2.82867,8.28345e+07,2.98417,16.3281,-6.74124e+07,-4.81365e+07
5.77235e+12,15.155,2.83223,8.28607e+07,2.98598,16.33,-6.73418e+07,-4.82802e+07
5.77475e+12,15.1613,2.8358,8.28866e+07,2.9878,16.3319,-6.72707e+07,-4.84235e+07
5.77714e+12,15.1676,2.83936,8.29122e+07,2.98961,16.3338,-6.71992e+07,-4.85665e+07
5.77953e+12,15.1739,2.84292,8.29375e+07,2.99142,16.3357,-6.71271e+07,-4.87091e+07
5.78193e+12,15.1802,2.84648,8.29625e+07,2.99323,16.3376,-6.70547e+07,-4.88512e+07
5.78432e+12,15.1865,2.85004,8.29872e+07,2.99504,16.3395,-6.69817e+07,-4.8993e+07
5.78671e+12,15.1927,2.8536,8.30116e+07,2.99684,16.3414,-6.69083e+07,-4.91344e+07
5.78911e+12,15.199,2.85715,8.30356e+07,2.99865,16.3433,-6.68345e+07,-4.92754e+07
5.7915e+12,15.2053,2.8607,8.30594e+07,3.00045,16.3452,-6.67602e+07,-4.94161e+07
5.79389e+12,15.2116,2.86426,8.30829e+07,3.00225,16.3471,-6.66854e+07,-4.95563e+07
5.79628e+12,15.2179,2.86781,8.31061e+07,3.00406,16.3489,-6.66102e+07,-4.96962e+07
5.79868e+12,15.2242,2.87136,8.3129e+07,3.00585,16.3508,-6.65345e+07,-4.98356e+07
5.80107e+12,15.2304,2.8749,8.31516e+07,3.00765,16.3527,-6.64584e+07,-4.99747e+07
5.80346e+12,15.2367,2.87845,8.31738e+07,3.00945,16.3546,-6.63818e+07,-5.01134e+07
5.80586e+12,15.243,2.88199,8.31958e+07,3.01124,16.3565,-6.63047e+07,-5.02517e+07
5.80825e+12,15.2493,2.88554,8.32175e+07,3.01304,16.3584,-6.62272e+07,-5.03896e+07
5.81064e+12,15.2556,2.88908,8.32389e+07,3.01483,16.3603,-6.61493e+07,-5.05271e+07
5.81304e+12,15.2619,2.89262,8.326e+07,3.01662,16.3621,-6.60709e+07,-5.06642e+07
5.81543e+12,15.2681,2.89615,8.32807e+07,3.01841,16.364,-6.5992e+07,-5.0801e+07
5.81782e+12,15.2744,2.89969,8.33012e+07,3.0202,16.3659,-6.59127e+07,-5.09373e+07
5.82022e+12,15.2807,2.90323,8.33214e+07,3.02199,16.3678,-6.58329e+07,-5.10733e+07
5.82261e+12,15.287,2.90676,8.33413e+07,3.02377,16.3696,-6.57527e+07,-5.12089e+07
5.825e+12,15.2933,2.9103,8.33609e+07,3.02556,16.3715,-6.56721e+07,-5.1344e+07
5.8274e+12,15.2996,2.91383,8.33802e+07,3.02734,16.3734,-6.5591e+07,-5.14788e+07
5.82979e+12,15.3058,2.91736,8.33991e+07,3.02912,16.3753,-6.55095e+07,-5.16132e+07
5.83218e+12,15.3121,2.92089,8.34178e+07,3.0309,16.3771,-6.54275e+07,-5.17473e+07
5.83458e+12,15.3184,2.92441,8.34362e+07,3.03268,16.379,-6.53451e+07,-5.18809e+07
5.83697e+12,15.3247,2.92794,8.34543e+07,3.03446,16.3809,-6.52622e+07,-5.20141e+07
5.83936e+12,15.331,2.93147,8.34721e+07,3.03624,16.3827,-6.51789e+07,-5.2147e+07
5.84176e+12,15.3373,2.93499,8.34896e+07,3.03802,16.3846,-6.50951e+07,-5.22794e+07
5.84415e+12,15.3435,2.93852,8.35068e+07,3.03979,16.3865,-6.50109e+07,-5.24115e+07
5.84654e+12,15.3498,2.94204,8.35237e+07,3.04157,16.3883,-6.49263e+07,-5.25432e+07
5.84893e+12,15.3561,2.94556,8.35403e+07,3.04334,16.3902,-6.48412e+07,-5.26745e+07
5.85133e+12,15.3624,2.94908,8.35566e+07,3.04511,16.3921,-6.47557e+07,-5.28054e+07
5.85372e+12,15.3687,2.9526,8.35726e+07,3.04688,16.3939,-6.46698e+07,-5.29359e+07
5.85611e+12,15.375,2.95612,8.35884e+07,3.04865,16.3958,-6.45834e+07,-5.3066e+07
5.85851e+12,15.3812,2.95963,8.36038e+07,3.05042,16.3976,-6.44966e+07,-5.31957e+07
5.8609e+12,15.3875,2.96315,8.36189e+07,3.05219,16.3995,-6.44093e+07,-5.3325e+07
5.86329e+12,15.3938,2.96666,8.36337e+07,3.05396,16.4013,-6.43216e+07,-5.3454e+07
5.86569e+12,15.4001,2.97018,8.36483e+07,3.05573,16.4032,-6.42335e+07,-5.35825e+07
5.86808e+12,15.4064,2.97369,8.36625e+07,3.05749,16.4051,-6.4145e+07,-5.37107e+07
5.87047e+12,15.4127,2.9772,8.36764e+07,3.05926,16.4069,-6.4056e+07,-5.38385e+07
5.87287e+12,15.4189,2.98071,8.36901e+07,3.06102,16.4088,-6.39665e+07,-5.39658e+07
5.87526e+12,15.4252,2.98422,8.37034e+07,3.06279,16.4106,-6.38767e+07,-5.40928e+07
5.87765e+12,15.4315,2.98773,8.37165e+07,3.06455,16.4125,-6.37864e+07,-5.42194e+07
5.88005e+12,15.4378,2.99124,8.37292e+07,3.06631,16.4143,-6.36957e+07,-5.43456e+07
5.88244e+12,15.4441,2.99475,8.37417e+07,3.06807,16.4162,-6.36046e+07,-5.44714e+07
5.88483e+12,15.4504,2.99826,8.37539e+07,3.06983,16.418,-6.3513e+07,-5.45968e+07
5.88723e+12,15.4566,3.00176,8.37658e+07,3.07159,16.4199,-6.3421e+07,-5.47218e+07
5.88962e+12,15.4629,3.00527,8.37773e+07,3.07335,16.4217,-6.33286e+07,-5.48465e+07
5.89201e+12,15.4692,3.00877,8.37886e+07,3.07511,16.4236,-6.32357e+07,-5.49707e+07
5.89441e+12,15.4755,3.01228,8.37996e+07,3.07687,16.4254,-6.31424e+07,-5.50945e+07
5.8968e+12,15.4818,3.01578,8.38103e+07,3.07862,16.4272,-6.30487e+07,-5.5218e+07
5.89919e+12,15.4881,3.01928,8.38207e+07,3.08038,16.4291,-6.29546e+07,-5.5341e+07
5.90158e+12,15.4943,3.02279,8.38308e+07,3.08214,16.4309,-6.28601e+07,-5.54637e+07
5.90398e+12,15.5006,3.02629,8.38406e+07,3.08389,16.4328,-6.27651e+07,-5.55859e+07
5.90637e+12,15.5069,3.02979,8.38502e+07,3.08565,16.4346,-6.26697e+07,-5.57078e+07
5.90876e+12,15.5132,3.03329,8.38594e+07,3.0874,16.4365,-6.25739e+07,-5.58293e+07
5.91116e+12,15.5195,3.03679,8.38683e+07,3.08915,16.4383,-6.24776e+07,-5.59503e+07
5.91355e+12,15.5258,3.04029,8.3877e+07,3.09091,16.4401,-6.2381e+07,-5.6071e+07
5.91594e+12,15.532,3.04378,8.38853e+07,3.09266,16.442,-6.22839e+07,-5.61913e+07
5.91834e+12,15.5383,3.04728,8.38933e+07,3.09441,16.4438,-6.21864e+07,-5.63112e+07
5.92073e+12,15.5446,3.05078,8.39011e+07,3.09616,16.4457,-6.20885e+07,-5.64307e+07
5.92312e+12,15.5509,3.05428,8.39086e+07,3.09791,16.4475,-6.19901e+07,-5.65497e+07
5.92552e+12,15.5572,3.05777,8.39157e+07,3.09966,16.4493,-6.18914e+07,-5.66684e+07
5.92791e+12,15.5635,3.06127,8.39226e+07,3.10141,16.4512,-6.17922e+07,-5.67867e+07
5.9303e+12,15.5697,3.06476,8.39292e+07,3.10316,16.453,-6.16926e+07,-5.69046e+07
5.9327e+12,15.576,3.06826,8.39355e+07,3.10491,16.4548,-6.15926e+07,-5.70221e+07
5.93509e+12,15.5823,3.07175,8.39415e+07,3.10666,16.4567,-6.14921e+07,-5.71392e+07
5.93748e+12,15.5886,3.07525,8.39472e+07,3.10841,16.4585,-6.13913e+07,-5.72559e+07
5.93988e+12,15.5949,3.07874,8.39526e+07,3.11016,16.4604,-6.129e+07,-5.73722e+07
5.94227e+12,15.6011,3.08224,8.39577e+07,3.11191,16.4622,-6.11884e+07,-5.74881e+07
5.94466e+12,15.6074,3.08573,8.39626e+07,3.11366,16.464,-6.10863e+07,-5.76036e+07
5.94706e+12,15.6137,3.08922,8.39671e+07,3.1154,16.4659,-6.09838e+07,-5.77187e+07
5.94945e+12,15.62,3.09271,8.39713e+07,3.11715,16.4677,-6.08809e+07,-5.78334e+07
5.95184e+12,15.6263,3.09621,8.39753e+07,3.1189,16.4695,-6.07775e+07,-5.79477e+07
5.95423e+12,15.6326,3.0997,8.39789e+07,3.12064,16.4714,-6.06738e+07,-5.80616e+07
5.95663e+12,15.6388,3.10319,8.39823e+07,3.12239,16.4732,-6.05697e+07,-5.81751e+07
5.95902e+12,15.6451,3.10668,8.39854e+07,3.12414,16.475,-6.04651e+07,-5.82882e+07
5.96141e+12,15.6514,3.11017,8.39882e+07,3.12588,16.4769,-6.03601e+07,-5.84009e+07
5.96381e+12,15.6577,3.11367,8.39906e+07,3.12763,16.4787,-6.02547e+07,-5.85132e+07
5.9662e+12,15.664,3.11716,8.39928e+07,3.12937,16.4805,-6.01489e+07,-5.86251e+07
5.96859e+12,15.6703,3.12065,8.39947e+07,3.13112,16.4824,-6.00427e+07,-5.87366e+07
5.97099e+12,15.6765,3.12414,8.39963e+07,3.13287,16.4842,-5.99361e+07,-5.88476e+07
5.97338e+12,15.6828,3.12763,8.39977e+07,3.13461,16.486,-5.98291e+07,-5.89583e+07
5.97577e+12,15.6891,3.13112,8.39987e+07,3.13636,16.4879,-5.97217e+07,-5.90686e+07
5.97817e+12,15.6954,3.13461,8.39994e+07,3.1381,16.4897,-5.96139e+07,-5.91785e+07
5.98056e+12,15.7017,3.1381,8.39999e+07,3.13985,16.4915,-5.95056e+07,-5.92879e+07
5.98295e+12,15.708,3.14159,8.4e+07,3.14159,16.4934,-5.9397e+07,-5.9397e+07
5.98535e+12,15.7142,3.14508,8.39999e+07,3.14334,16.4952,-5.92879e+07,-5.95056e+07
5.98774e+12,15.7205,3.14857,8.39994e+07,3.14508,16.497,-5.91785e+07,-5.96139e+07
5.99013e+12,15.7268,3.15206,8.39987e+07,3.14683,16.4989,-5.90686e+07,-5.97217e+07
5.99253e+12,15.7331,3.15556,8.39977e+07,3.14857,16.5007,-5.89583e+07,-5.98291e+07
5.99492e+12,15.7394,3.15905,8.39963e+07,3.15032,16.5025,-5.88476e+07,-5.99361e+07
5.99731e+12,15.7457,3.16254,8.39947e+07,3.15207,16.5044,-5.87366e+07,-6.00427e+07
5.99971e+12,15.7519,3.16603,8.39928e+07,3.15381,16.5062,-5.86251e+07,-6.01489e+07
6.0021e+12,15.7582,3.16952,8.39906e+07,3.15556,16.508,-5.85132e+07,-6.02547e+07
6.00449e+12,15.7645,3.17301,8.39882e+07,3.1573,16.5099,-5.84009e+07,-6.03601e+07
6.00688e+12,15.7708,3.1765,8.39854e+07,3.15905,16.5117,-5.82882e+07,-6.04651e+07
6.00928e+12,15.7771,3.17999,8.39823e+07,3.1608,16.5135,-5.81751e+07,-6.05697e+07
6.01167e+12,15.7834,3.18349,8.39789e+07,3.16254,16.5154,-5.80616e+07,-6.06738e+07
6.01406e+12,15.7896,3.18698,8.39753e+07,3.16429,16.5172,-5.79477e+07,-6.07775e+07
6.01646e+12,15.7959,3.19047,8.39713e+07,3.16604,16.519,-5.78334e+07,-6.08809e+07
6.01885e+12,15.8022,3.19396,8.39671e+07,3.16778,16.5209,-5.77187e+07,-6.09838e+07
6.02124e+12,15.8085,3.19746,8.39626e+07,3.16953,16.5227,-5.76036e+07,-6.10863e+07
6.02364e+12,15.8148,3.20095,8.39577e+07,3.17128,16.5245,-5.74881e+07,-6.11884e+07
6.02603e+12,15.8211,3.20444,8.39526e+07,3.17303,16.5264,-5.73722e+07,-6.129e+07
6.02842e+12,15.8273,3.20794,8.39472e+07,3.17477,16.5282,-5.72559e+07,-6.13913e+07
6.03082e+12,15.8336,3.21143,8.39415e+07,3.17652,16.53,-5.71392e+07,-6.14921e+07
6.03321e+12,15.8399,3.21493,8.39355e+07,3.17827,16.5319,-5.70221e+07,-6.15926e+07
6.0356e+12,15.8462,3.21842,8.39292e+07,3.18002,16.5337,-5.69046e+07,-6.16926e+07
6.038e+12,15.8525,3.22192,8.39226e+07,3.18177,16.5355,-5.67867e+07,-6.17922e+07
6.04039e+12,15.8588,3.22541,8.39157e+07,3.18352,16.5374,-5.66684e+07,-6.18914e+07
6.04278e+12,15.865,3.22891,8.39086e+07,3.18527,16.5392,-5.65497e+07,-6.19901e+07
6.04518e+12,15.8713,3.23241,8.39011e+07,3.18702,16.5411,-5.64307e+07,-6.20885e+07
6.04757e+12,15.8776,3.2359,8.38933e+07,3.18877,16.5429,-5.63112e+07,-6.21864e+07
6.04996e+12,15.8839,3.2394,8.38853e+07,3.19053,16.5447,-5.61913e+07,-6.22839e+07
6.05236e+12,15.8902,3.2429,8.3877e+07,3.19228,16.5466,-5.6071e+07,-6.2381e+07
6.05475e+12,15.8965,3.2464,8.38683e+07,3.19403,16.5484,-5.59503e+07,-6.24776e+07
6.05714e+12,15.9027,3.2499,8.38594e+07,3.19578,16.5503,-5.58293e+07,-6.25739e+07
6.05953e+12,15.909,3.2534,8.38502e+07,3.19754,16.5521,-5.57078e+07,-6.26697e+07
6.06193e+12,15.9153,3.2569,8.38406e+07,3.19929,16.5539,-5.55859e+07,-6.27651e+07
6.06432e+12,15.9216,3.2604,8.38308e+07,3.20105,16.5558,-5.54637e+07,-6.28601e+07
6.06671e+12,15.9279,3.2639,8.38207e+07,3.2028,16.5576,-5.5341e+07,-6.29546e+07
6.06911e+12,15.9342,3.2674,8.38103e+07,3.20456,16.5595,-5.5218e+07,-6.30487e+07
6.0715e+12,15.9404,3.27091,8.37996e+07,3.20632,16.5613,-5.50945e+07,-6.31424e+07
6.07389e+12,15.9467,3.27441,8.37886e+07,3.20808,16.5632,-5.49707e+07,-6.32357e+07
6.07629e+12,15.953,3.27792,8.37773e+07,3.20983,16.565,-5.48465e+07,-6.33286e+07
6.07868e+12,15.9593,3.28142,8.37658e+07,3.21159,16.5669,-5.47218e+07,-6.3421e+07
6.08107e+12,15.9656,3.28493,8.37539e+07,3.21335,16.5687,-5.45968e+07,-6.3513e+07
6.08347e+12,15.9719,3.28843,8.37417e+07,3.21511,16.5706,-5.44714e+07,-6.36046e+07
6.08586e+12,15.9781,3.29194,8.37292e+07,3.21687,16.5724,-5.43456e+07,-6.36957e+07
6.08825e+12,15.9844,3.29545,8.37165e+07,3.21864,16.5743,-5.42194e+07,-6.37864e+07
6.09065e+12,15.9907,3.29896,8.37034e+07,3.2204,16.5761,-5.40928e+07,-6.38767e+07
6.09304e+12,15.997,3.30247,8.36901e+07,3.22216,16.578,-5.39658e+07,-6.39665e+07
6.09543e+12,16.0033,3.30598,8.36764e+07,3.22393,16.5798,-5.38385e+07,-6.4056e+07
6.09783e+12,16.0096,3.30949,8.36625e+07,3.22569,16.5817,-5.37107e+07,-6.4145e+07
6.10022e+12,16.0158,3.31301,8.36483e+07,3.22746,16.5835,-5.35825e+07,-6.42335e+07
6.10261e+12,16.0221,3.31652,8.36337e+07,3.22922,16.5854,-5.3454e+07,-6.43216e+07
6.10501e+12,16.0284,3.32004,8.36189e+07,3.23099,16.5872,-5.3325e+07,-6.44093e+07
6.1074e+12,16.0347,3.32355,8.36038e+07,3.23276,16.5891,-5.31957e+07,-6.44966e+07
6.10979e+12,16.041,3.32707,8.35884e+07,3.23453,16.5909,-5.3066e+07,-6.45834e+07
6.11218e+12,16.0473,3.33059,8.35726e+07,3.2363,16.5928,-5.29359e+07,-6.46698e+07
6.11458e+12,16.0535,3.33411,8.35566e+07,3.23807,16.5947,-5.28054e+07,-6.47557e+07
6.11697e+12,16.0598,3.33763,8.35403e+07,3.23985,16.5965,-5.26745e+07,-6.48412e+07
6.11936e+12,16.0661,3.34115,8.35237e+07,3.24162,16.5984,-5.25432e+07,-6.49263e+07
6.12176e+12,16.0724,3.34467,8.35068e+07,3.24339,16.6003,-5.24115e+07,-6.50109e+07
6.12415e+12,16.0787,3.34819,8.34896e+07,3.24517,16.6021,-5.22794e+07,-6.50951e+07
6.12654e+12,16.085,3.35172,8.34721e+07,3.24695,16.604,-5.2147e+07,-6.51789e+07
6.12894e+12,16.0912,3.35524,8.34543e+07,3.24872,16.6058,-5.20141e+07,-6.52622e+07
6.13133e+12,16.0975,3.35877,8.34362e+07,3.2505,16.6077,-5.18809e+07,-6.53451e+07
6.13372e+12,16.1038,3.3623,8.34178e+07,3.25228,16.6096,-5.17473e+07,-6.54275e+07
6.13612e+12,16.1101,3.36583,8.33991e+07,3.25406,16.6115,-5.16132e+07,-6.55095e+07
6.13851e+12,16.1164,3.36936,8.33802e+07,3.25585,16.6133,-5.14788e+07,-6.5591e+07
6.1409e+12,16.1227,3.37289,8.33609e+07,3.25763,16.6152,-5.1344e+07,-6.56721e+07
6.1433e+12,16.1289,3.37642,8.33413e+07,3.25941,16.6171,-5.12089e+07,-6.57527e+07
6.14569e+12,16.1352,3.37996,8.33214e+07,3.2612,16.6189,-5.10733e+07,-6.58329e+07
6.14808e+12,16.1415,3.38349,8.33012e+07,3.26299,16.6208,-5.09373e+07,-6.59127e+07
6.15048e+12,16.1478,3.38703,8.32807e+07,3.26478,16.6227,-5.0801e+07,-6.5992e+07
6.15287e+12,16.1541,3.39057,8.326e+07,3.26657,16.6246,-5.06642e+07,-6.60709e+07
6.15526e+12,16.1604,3.39411,8.32389e+07,3.26836,16.6265,-5.05271e+07,-6.61493e+07
