t,E,M,x,y,r,phi
6.6684e+11,1.93746,1.75076,-3.35103e+07,5.488e+07,6.43021e+07,2.11898
6.6687e+11,1.93754,1.75084,-3.35144e+07,5.48784e+07,6.43029e+07,2.11905
6.669e+11,1.93761,1.75091,-3.35186e+07,5.48769e+07,6.43037e+07,2.11912
6.6693e+11,1.93768,1.75099,-3.35227e+07,5.48753e+07,6.43045e+07,2.11918
6.6696e+11,1.93776,1.75107,-3.35268e+07,5.48738e+07,6.43054e+07,2.11925
6.6699e+11,1.93783,1.75115,-3.35309e+07,5.48722e+07,6.43062e+07,2.11932
6.6702e+11,1.9379,1.75123,-3.3535e+07,5.48707e+07,6.4307e+07,2.11938
6.6705e+11,1.93798,1.75131,-3.35391e+07,5.48691e+07,6.43078e+07,2.11945
6.6708e+11,1.93805,1.75139,-3.35433e+07,5.48676e+07,6.43087e+07,2.11952
6.6711e+11,1.93812,1.75147,-3.35474e+07,5.4866e+07,6.43095e+07,2.11959
6.6714e+11,1.9382,1.75154,-3.35515e+07,5.48645e+07,6.43103e+07,2.11965
6.6717e+11,1.93827,1.75162,-3.35556e+07,5.48629e+07,6.43111e+07,2.11972
6.672e+11,1.93834,1.7517,-3.35597e+07,5.48614e+07,6.43119e+07,2.11979
6.6723e+11,1.93842,1.75178,-3.35638e+07,5.48598e+07,6.43128e+07,2.11985
6.6726e+11,1.93849,1.75186,-3.35679e+07,5.48583e+07,6.43136e+07,2.11992
6.6729e+11,1.93857,1.75194,-3.35721e+07,5.48567e+07,6.43144e+07,2.11999
6.6732e+11,1.93864,1.75202,-3.35762e+07,5.48552e+07,6.43152e+07,2.12006
6.6735e+11,1.93871,1.7521,-3.35803e+07,5.48536e+07,6.43161e+07,2.12012
6.6738e+11,1.93879,1.75217,-3.35844e+07,5.48521e+07,6.43169e+07,2.12019
6.6741e+11,1.93886,1.75225,-3.35885e+07,5.48505e+07,6.43177e+07,2.12026
6.6744e+11,1.93893,1.75233,-3.35926e+07,5.4849e+07,6.43185e+07,2.12033
6.6747e+11,1.93901,1.75241,-3.35967e+07,5.48474e+07,6.43193e+07,2.12039
6.675e+11,1.93908,1.75249,-3.36009e+07,5.48458e+07,6.43202e+07,2.12046
6.6753e+11,1.93915,1.75257,-3.3605e+07,5.48443e+07,6.4321e+07,2.12053
6.6756e+11,1.93923,1.75265,-3.36091e+07,5.48427e+07,6.43218e+07,2.12059
6.6759e+11,1.9393,1.75273,-3.36132e+07,5.48412e+07,6.43226e+07,2.12066
6.6762e+11,1.93937,1.75281,-3.36173e+07,5.48396e+07,6.43235e+07,2.12073
6.6765e+11,1.93945,1.75288,-3.36214e+07,5.48381e+07,6.43243e+07,2.1208
6.6768e+11,1.93952,1.75296,-3.36255e+07,5.48365e+07,6.43251e+07,2.12086
6.6771e+11,1.93959,1.75304,-3.36296e+07,5.4835e+07,6.43259e+07,2.12093
6.6774e+11,1.93967,1.75312,-3.36337e+07,5.48334e+07,6.43267e+07,2.121
6.6777e+11,1.93974,1.7532,-3.36379e+07,5.48318e+07,6.43276e+07,2.12106
6.678e+11,1.93981,1.75328,-3.3642e+07,5.48303e+07,6.43284e+07,2.12113
6.6783e+11,1.93989,1.75336,-3.36461e+07,5.48287e+07,6.43292e+07,2.1212
6.6786e+11,1.93996,1.75344,-3.36502e+07,5.48272e+07,6.433e+07,2.12127
6.6789e+11,1.94003,1.75351,-3.36543e+07,5.48256e+07,6.43309e+07,2.12133
6.6792e+11,1.94011,1.75359,-3.36584e+07,5.48241e+07,6.43317e+07,2.1214
6.6795e+11,1.94018,1.75367,-3.36625e+07,5.48225e+07,6.43325e+07,2.12147
6.6798e+11,1.94025,1.75375,-3.36666e+07,5.48209e+07,6.43333e+07,2.12153
6.6801e+11,1.94033,1.75383,-3.36707e+07,5.48194e+07,6.43341e+07,2.1216
6.6804e+11,1.9404,1.75391,-3.36749e+07,5.48178e+07,6.4335e+07,2.12167
6.6807e+11,1.94048,1.75399,-3.3679e+07,5.48163e+07,6.43358e+07,2.12173
6.681e+11,1.94055,1.75407,-3.36831e+07,5.48147e+07,6.43366e+07,2.1218
6.6813e+11,1.94062,1.75414,-3.36872e+07,5.48131e+07,6.43374e+07,2.12187
6.6816e+11,1.9407,1.75422,-3.36913e+07,5.48116e+07,6.43383e+07,2.12194
6.6819e+11,1.94077,1.7543,-3.36954e+07,5.481e+07,6.43391e+07,2.122
6.6822e+11,1.94084,1.75438,-3.36995e+07,5.48084e+07,6.43399e+07,2.12207
6.6825e+11,1.94092,1.75446,-3.37036e+07,5.48069e+07,6.43407e+07,2.12214
6.6828e+11,1.94099,1.75454,-3.37077e+07,5.48053e+07,6.43415e+07,2.1222
6.6831e+11,1.94106,1.75462,-3.37118e+07,5.48038e+07,6.43424e+07,2.12227
6.6834e+11,1.94114,1.7547,-3.37159e+07,5.48022e+07,6.43432e+07,2.12234
6.6837e+11,1.94121,1.75477,-3.37201e+07,5.48006e+07,6.4344e+07,2.12241
6.684e+11,1.94128,1.75485,-3.37242e+07,5.47991e+07,6.43448e+07,2.12247
6.6843e+11,1.94136,1.75493,-3.37283e+07,5.47975e+07,6.43457e+07,2.12254
6.6846e+11,1.94143,1.75501,-3.37324e+07,5.47959e+07,6.43465e+07,2.12261
6.6849e+11,1.9415,1.75509,-3.37365e+07,5.47944e+07,6.43473e+07,2.12267
6.6852e+11,1.94158,1.75517,-3.37406e+07,5.47928e+07,6.43481e+07,2.12274
6.6855e+11,1.94165,1.75525,-3.37447e+07,5.47913e+07,6.43489e+07,2.12281
6.6858e+11,1.94172,1.75533,-3.37488e+07,5.47897e+07,6.43498e+07,2.12288
6.6861e+11,1.9418,1.7554,-3.37529e+07,5.47881e+07,6.43506e+07,2.12294
6.6864e+11,1.94187,1.75548,-3.3757e+07,5.47866e+07,6.43514e+07,2.12301
6.6867e+11,1.94194,1.75556,-3.37611e+07,5.4785e+07,6.43522e+07,2.12308
6.687e+11,1.94202,1.75564,-3.37652e+07,5.47834e+07,6.4353e+07,2.12314
6.6873e+11,1.94209,1.75572,-3.37693e+07,5.47819e+07,6.43539e+07,2.12321
6.6876e+11,1.94216,1.7558,-3.37734e+07,5.47803e+07,6.43547e+07,2.12328
6.6879e+11,1.94224,1.75588,-3.37775e+07,5.47787e+07,6.43555e+07,2.12335
6.6882e+11,1.94231,1.75596,-3.37816e+07,5.47772e+07,6.43563e+07,2.12341
6.6885e+11,1.94238,1.75603,-3.37858e+07,5.47756e+07,6.43572e+07,2.12348
6.6888e+11,1.94246,1.75611,-3.37899e+07,5.4774e+07,6.4358e+07,2.12355
6.6891e+11,1.94253,1.75619,-3.3794e+07,5.47725e+07,6.43588e+07,2.12361
6.6894e+11,1.94261,1.75627,-3.37981e+07,5.47709e+07,6.43596e+07,2.12368
6.6897e+11,1.94268,1.75635,-3.38022e+07,5.47693e+07,6.43604e+07,2.12375
6.69e+11,1.94275,1.75643,-3.38063e+07,5.47678e+07,6.43613e+07,2.12381
6.6903e+11,1.94283,1.75651,-3.38104e+07,5.47662e+07,6.43621e+07,2.12388
6.6906e+11,1.9429,1.75659,-3.38145e+07,5.47646e+07,6.43629e+07,2.12395
6.6909e+11,1.94297,1.75666,-3.38186e+07,5.4763e+07,6.43637e+07,2.12402
6.6912e+11,1.94305,1.75674,-3.38227e+07,5.47615e+07,6.43645e+07,2.12408
6.6915e+11,1.94312,1.75682,-3.38268e+07,5.47599e+07,6.43654e+07,2.12415
6.6918e+11,1.94319,1.7569,-3.38309e+07,5.47583e+07,6.43662e+07,2.12422
6.6921e+11,1.94327,1.75698,-3.3835e+07,5.47568e+07,6.4367e+07,2.12428
6.6924e+11,1.94334,1.75706,-3.38391e+07,5.47552e+07,6.43678e+07,2.12435
6.6927e+11,1.94341,1.75714,-3.38432e+07,5.47536e+07,6.43686e+07,2.12442
6.693e+11,1.94349,1.75722,-3.38473e+07,5.47521e+07,6.43695e+07,2.12449
6.6933e+11,1.94356,1.75729,-3.38514e+07,5.47505e+07,6.43703e+07,2.12455
6.6936e+11,1.94363,1.75737,-3.38555e+07,5.47489e+07,6.43711e+07,2.12462
6.6939e+11,1.94371,1.75745,-3.38596e+07,5.47473e+07,6.43719e+07,2.12469
6.6942e+11,1.94378,1.75753,-3.38637e+07,5.47458e+07,6.43727e+07,2.12475
6.6945e+11,1.94385,1.75761,-3.38678e+07,5.47442e+07,6.43736e+07,2.12482
6.6948e+11,1.94393,1.75769,-3.38719e+07,5.47426e+07,6.43744e+07,2.12489
6.6951e+11,1.944,1.75777,-3.3876e+07,5.4741e+07,6.43752e+07,2.12495
6.6954e+11,1.94407,1.75785,-3.38801e+07,5.47395e+07,6.4376e+07,2.12502
6.6957e+11,1.94415,1.75792,-3.38842e+07,5.47379e+07,6.43768e+07,2.12509
6.696e+11,1.94422,1.758,-3.38883e+07,5.47363e+07,6.43777e+07,2.12516
6.6963e+11,1.94429,1.75808,-3.38924e+07,5.47347e+07,6.43785e+07,2.12522
6.6966e+11,1.94437,1.75816,-3.38965e+07,5.47332e+07,6.43793e+07,2.12529
6.6969e+11,1.94444,1.75824,-3.39006e+07,5.47316e+07,6.43801e+07,2.12536
6.6972e+11,1.94451,1.75832,-3.39047e+07,5.473e+07,6.43809e+07,2.12542
6.6975e+11,1.94459,1.7584,-3.39088e+07,5.47284e+07,6.43818e+07,2.12549
6.6978e+11,1.94466,1.75848,-3.39129e+07,5.47269e+07,6.43826e+07,2.12556
6.6981e+11,1.94473,1.75855,-3.3917e+07,5.47253e+07,6.43834e+07,2.12563
6.6984e+11,1.94481,1.75863,-3.39211e+07,5.47237e+07,6.43842e+07,2.12569
6.6987e+11,1.94488,1.75871,-3.39252e+07,5.47221e+07,6.4385e+07,2.12576
6.699e+11,1.94495,1.75879,-3.39293e+07,5.47206e+07,6.43859e+07,2.12583
6.6993e+11,1.94503,1.75887,-3.39334e+07,5.4719e+07,6.43867e+07,2.12589
6.6996e+11,1.9451,1.75895,-3.39375e+07,5.47174e+07,6.43875e+07,2.12596
6.6999e+11,1.94517,1.75903,-3.39416e+07,5.47158e+07,6.43883e+07,2.12603
6.7002e+11,1.94525,1.75911,-3.39457e+07,5.47143e+07,6.43891e+07,2.12609
6.7005e+11,1.94532,1.75918,-3.39498e+07,5.47127e+07,6.439e+07,2.12616
6.7008e+11,1.94539,1.75926,-3.39539e+07,5.47111e+07,6.43908e+07,2.12623
6.7011e+11,1.94547,1.75934,-3.3958e+07,5.47095e+07,6.43916e+07,2.1263
6.7014e+11,1.94554,1.75942,-3.39621e+07,5.47079e+07,6.43924e+07,2.12636
6.7017e+11,1.94561,1.7595,-3.39662e+07,5.47064e+07,6.43932e+07,2.12643
6.702e+11,1.94569,1.75958,-3.39703e+07,5.47048e+07,6.43941e+07,2.1265
6.7023e+11,1.94576,1.75966,-3.39744e+07,5.47032e+07,6.43949e+07,2.12656
6.7026e+11,1.94583,1.75974,-3.39785e+07,5.47016e+07,6.43957e+07,2.12663
6.7029e+11,1.94591,1.75982,-3.39826e+07,5.47e+07,6.43965e+07,2.1267
6.7032e+11,1.94598,1.75989,-3.39867e+07,5.46985e+07,6.43973e+07,2.12676
6.7035e+11,1.94606,1.75997,-3.39908e+07,5.46969e+07,6.43982e+07,2.12683
6.7038e+11,1.94613,1.76005,-3.39949e+07,5.46953e+07,6.4399e+07,2.1269
6.7041e+11,1.9462,1.76013,-3.3999e+07,5.46937e+07,6.43998e+07,2.12697
6.7044e+11,1.94628,1.76021,-3.40031e+07,5.46921e+07,6.44006e+07,2.12703
6.7047e+11,1.94635,1.76029,-3.40072e+07,5.46906e+07,6.44014e+07,2.1271
6.705e+11,1.94642,1.76037,-3.40113e+07,5.4689e+07,6.44023e+07,2.12717
6.7053e+11,1.9465,1.76045,-3.40154e+07,5.46874e+07,6.44031e+07,2.12723
6.7056e+11,1.94657,1.76052,-3.40195e+07,5.46858e+07,6.44039e+07,2.1273
6.7059e+11,1.94664,1.7606,-3.40236e+07,5.46842e+07,6.44047e+07,2.12737
6.7062e+11,1.94672,1.76068,-3.40277e+07,5.46826e+07,6.44055e+07,2.12743
6.7065e+11,1.94679,1.76076,-3.40318e+07,5.46811e+07,6.44064e+07,2.1275
6.7068e+11,1.94686,1.76084,-3.40359e+07,5.46795e+07,6.44072e+07,2.12757
6.7071e+11,1.94694,1.76092,-3.40399e+07,5.46779e+07,6.4408e+07,2.12763
6.7074e+11,1.94701,1.761,-3.4044e+07,5.46763e+07,6.44088e+07,2.1277
6.7077e+11,1.94708,1.76108,-3.40481e+07,5.46747e+07,6.44096e+07,2.12777
6.708e+11,1.94716,1.76115,-3.40522e+07,5.46731e+07,6.44104e+07,2.12784
6.7083e+11,1.94723,1.76123,-3.40563e+07,5.46715e+07,6.44113e+07,2.1279
6.7086e+11,1.9473,1.76131,-3.40604e+07,5.467e+07,6.44121e+07,2.12797
6.7089e+11,1.94738,1.76139,-3.40645e+07,5.46684e+07,6.44129e+07,2.12804
6.7092e+11,1.94745,1.76147,-3.40686e+07,5.46668e+07,6.44137e+07,2.1281
6.7095e+11,1.94752,1.76155,-3.40727e+07,5.46652e+07,6.44145e+07,2.12817
6.7098e+11,1.9476,1.76163,-3.40768e+07,5.46636e+07,6.44154e+07,2.12824
6.7101e+11,1.94767,1.76171,-3.40809e+07,5.4662e+07,6.44162e+07,2.1283
6.7104e+11,1.94774,1.76178,-3.4085e+07,5.46604e+07,6.4417e+07,2.12837
6.7107e+11,1.94782,1.76186,-3.40891e+07,5.46589e+07,6.44178e+07,2.12844
6.711e+11,1.94789,1.76194,-3.40932e+07,5.46573e+07,6.44186e+07,2.12851
6.7113e+11,1.94796,1.76202,-3.40973e+07,5.46557e+07,6.44195e+07,2.12857
6.7116e+11,1.94804,1.7621,-3.41013e+07,5.46541e+07,6.44203e+07,2.12864
6.7119e+11,1.94811,1.76218,-3.41054e+07,5.46525e+07,6.44211e+07,2.12871
6.7122e+11,1.94818,1.76226,-3.41095e+07,5.46509e+07,6.44219e+07,2.12877
6.7125e+11,1.94826,1.76234,-3.41136e+07,5.46493e+07,6.44227e+07,2.12884
6.7128e+11,1.94833,1.76241,-3.41177e+07,5.46477e+07,6.44235e+07,2.12891
6.7131e+11,1.9484,1.76249,-3.41218e+07,5.46461e+07,6.44244e+07,2.12897
6.7134e+11,1.94848,1.76257,-3.41259e+07,5.46446e+07,6.44252e+07,2.12904
6.7137e+11,1.94855,1.76265,-3.413e+07,5.4643e+07,6.4426e+07,2.12911
6.714e+11,1.94862,1.76273,-3.41341e+07,5.46414e+07,6.44268e+07,2.12917
6.7143e+11,1.9487,1.76281,-3.41382e+07,5.46398e+07,6.44276e+07,2.12924
6.7146e+11,1.94877,1.76289,-3.41423e+07,5.46382e+07,6.44285e+07,2.12931
6.7149e+11,1.94884,1.76297,-3.41464e+07,5.46366e+07,6.44293e+07,2.12938
6.7152e+11,1.94892,1.76304,-3.41504e+07,5.4635e+07,6.44301e+07,2.12944
6.7155e+11,1.94899,1.76312,-3.41545e+07,5.46334e+07,6.44309e+07,2.12951
6.7158e+11,1.94906,1.7632,-3.41586e+07,5.46318e+07,6.44317e+07,2.12958
6.7161e+11,1.94914,1.76328,-3.41627e+07,5.46302e+07,6.44325e+07,2.12964
6.7164e+11,1.94921,1.76336,-3.41668e+07,5.46286e+07,6.44334e+07,2.12971
6.7167e+11,1.94928,1.76344,-3.41709e+07,5.4627e+07,6.44342e+07,2.12978
6.717e+11,1.94936,1.76352,-3.4175e+07,5.46254e+07,6.4435e+07,2.12984
6.7173e+11,1.94943,1.7636,-3.41791e+07,5.46239e+07,6.44358e+07,2.12991
6.7176e+11,1.9495,1.76367,-3.41832e+07,5.46223e+07,6.44366e+07,2.12998
6.7179e+11,1.94958,1.76375,-3.41872e+07,5.46207e+07,6.44374e+07,2.13004
6.7182e+11,1.94965,1.76383,-3.41913e+07,5.46191e+07,6.44383e+07,2.13011
6.7185e+11,1.94972,1.76391,-3.41954e+07,5.46175e+07,6.44391e+07,2.13018
6.7188e+11,1.9498,1.76399,-3.41995e+07,5.46159e+07,6.44399e+07,2.13025
6.7191e+11,1.94987,1.76407,-3.42036e+07,5.46143e+07,6.44407e+07,2.13031
6.7194e+11,1.94994,1.76415,-3.42077e+07,5.46127e+07,6.44415e+07,2.13038
6.7197e+11,1.95002,1.76423,-3.42118e+07,5.46111e+07,6.44424e+07,2.13045
6.72e+11,1.95009,1.7643,-3.42159e+07,5.46095e+07,6.44432e+07,2.13051
6.7203e+11,1.95016,1.76438,-3.42199e+07,5.46079e+07,6.4444e+07,2.13058
6.7206e+11,1.95024,1.76446,-3.4224e+07,5.46063e+07,6.44448e+07,2.13065
6.7209e+11,1.95031,1.76454,-3.42281e+07,5.46047e+07,6.44456e+07,2.13071
6.7212e+11,1.95038,1.76462,-3.42322e+07,5.46031e+07,6.44464e+07,2.13078
6.7215e+11,1.95046,1.7647,-3.42363e+07,5.46015e+07,6.44473e+07,2.13085
6.7218e+11,1.95053,1.76478,-3.42404e+07,5.45999e+07,6.44481e+07,2.13091
6.7221e+11,1.9506,1.76486,-3.42445e+07,5.45983e+07,6.44489e+07,2.13098
6.7224e+11,1.95068,1.76493,-3.42486e+07,5.45967e+07,6.44497e+07,2.13105
6.7227e+11,1.95075,1.76501,-3.42526e+07,5.45951e+07,6.44505e+07,2.13112
6.723e+11,1.95082,1.76509,-3.42567e+07,5.45935e+07,6.44513e+07,2.13118
6.7233e+11,1.9509,1.76517,-3.42608e+07,5.45919e+07,6.44522e+07,2.13125
6.7236e+11,1.95097,1.76525,-3.42649e+07,5.45903e+07,6.4453e+07,2.13132
6.7239e+11,1.95104,1.76533,-3.4269e+07,5.45887e+07,6.44538e+07,2.13138
6.7242e+11,1.95112,1.76541,-3.42731e+07,5.45871e+07,6.44546e+07,2.13145
6.7245e+11,1.95119,1.76549,-3.42771e+07,5.45855e+07,6.44554e+07,2.13152
6.7248e+11,1.95126,1.76556,-3.42812e+07,5.45839e+07,6.44562e+07,2.13158
6.7251e+11,1.95134,1.76564,-3.42853e+07,5.45823e+07,6.44571e+07,2.13165
6.7254e+11,1.95141,1.76572,-3.42894e+07,5.45807e+07,6.44579e+07,2.13172
6.7257e+11,1.95148,1.7658,-3.42935e+07,5.45791e+07,6.44587e+07,2.13178
6.726e+11,1.95156,1.76588,-3.42976e+07,5.45775e+07,6.44595e+07,2.13185
6.7263e+11,1.95163,1.76596,-3.43017e+07,5.45759e+07,6.44603e+07,2.13192
6.7266e+11,1.9517,1.76604,-3.43057e+07,5.45743e+07,6.44611e+07,2.13198
6.7269e+11,1.95178,1.76612,-3.43098e+07,5.45727e+07,6.4462e+07,2.13205
6.7272e+11,1.95185,1.76619,-3.43139e+07,5.45711e+07,6.44628e+07,2.13212
6.7275e+11,1.95192,1.76627,-3.4318e+07,5.45695e+07,6.44636e+07,2.13219
6.7278e+11,1.952,1.76635,-3.43221e+07,5.45679e+07,6.44644e+07,2.13225
6.7281e+11,1.95207,1.76643,-3.43262e+07,5.45663e+07,6.44652e+07,2.13232
6.7284e+11,1.95214,1.76651,-3.43302e+07,5.45647e+07,6.4466e+07,2.13239
6.7287e+11,1.95222,1.76659,-3.43343e+07,5.45631e+07,6.44669e+07,2.13245
6.729e+11,1.95229,1.76667,-3.43384e+07,5.45615e+07,6.44677e+07,2.13252
6.7293e+11,1.95236,1.76675,-3.43425e+07,5.45599e+07,6.44685e+07,2.13259
6.7296e+11,1.95244,1.76683,-3.43466e+07,5.45583e+07,6.44693e+07,2.13265
6.7299e+11,1.95251,1.7669,-3.43506e+07,5.45567e+07,6.44701e+07,2.13272
6.7302e+11,1.95258,1.76698,-3.43547e+07,5.45551e+07,6.44709e+07,2.13279
6.7305e+11,1.95266,1.76706,-3.43588e+07,5.45535e+07,6.44718e+07,2.13285
6.7308e+11,1.95273,1.76714,-3.43629e+07,5.45519e+07,6.44726e+07,2.13292
6.7311e+11,1.9528,1.76722,-3.4367e+07,5.45503e+07,6.44734e+07,2.13299
6.7314e+11,1.95288,1.7673,-3.43711e+07,5.45486e+07,6.44742e+07,2.13305
6.7317e+11,1.95295,1.76738,-3.43751e+07,5.4547e+07,6.4475e+07,2.13312
6.732e+11,1.95302,1.76746,-3.43792e+07,5.45454e+07,6.44758e+07,2.13319
6.7323e+11,1.9531,1.76753,-3.43833e+07,5.45438e+07,6.44767e+07,2.13325
6.7326e+11,1.95317,1.76761,-3.43874e+07,5.45422e+07,6.44775e+07,2.13332
6.7329e+11,1.95324,1.76769,-3.43915e+07,5.45406e+07,6.44783e+07,2.13339
6.7332e+11,1.95332,1.76777,-3.43955e+07,5.4539e+07,6.44791e+07,2.13345
6.7335e+11,1.95339,1.76785,-3.43996e+07,5.45374e+07,6.44799e+07,2.13352
6.7338e+11,1.95346,1.76793,-3.44037e+07,5.45358e+07,6.44807e+07,2.13359
6.7341e+11,1.95354,1.76801,-3.44078e+07,5.45342e+07,6.44816e+07,2.13366
6.7344e+11,1.95361,1.76809,-3.44119e+07,5.45326e+07,6.44824e+07,2.13372
6.7347e+11,1.95368,1.76816,-3.44159e+07,5.4531e+07,6.44832e+07,2.13379
6.735e+11,1.95376,1.76824,-3.442e+07,5.45293e+07,6.4484e+07,2.13386
6.7353e+11,1.95383,1.76832,-3.44241e+07,5.45277e+07,6.44848e+07,2.13392
6.7356e+11,1.9539,1.7684,-3.44282e+07,5.45261e+07,6.44856e+07,2.13399
6.7359e+11,1.95398,1.76848,-3.44322e+07,5.45245e+07,6.44864e+07,2.13406
6.7362e+11,1.95405,1.76856,-3.44363e+07,5.45229e+07,6.44873e+07,2.13412
6.7365e+11,1.95412,1.76864,-3.44404e+07,5.45213e+07,6.44881e+07,2.13419
6.7368e+11,1.9542,1.76872,-3.44445e+07,5.45197e+07,6.44889e+07,2.13426
6.7371e+11,1.95427,1.76879,-3.44486e+07,5.45181e+07,6.44897e+07,2.13432
6.7374e+11,1.95434,1.76887,-3.44526e+07,5.45165e+07,6.44905e+07,2.13439
6.7377e+11,1.95441,1.76895,-3.44567e+07,5.45148e+07,6.44913e+07,2.13446
6.738e+11,1.95449,1.76903,-3.44608e+07,5.45132e+07,6.44922e+07,2.13452
6.7383e+11,1.95456,1.76911,-3.44649e+07,5.45116e+07,6.4493e+07,2.13459
6.7386e+11,1.95463,1.76919,-3.44689e+07,5.451e+07,6.44938e+07,2.13466
6.7389e+11,1.95471,1.76927,-3.4473e+07,5.45084e+07,6.44946e+07,2.13472
6.7392e+11,1.95478,1.76935,-3.44771e+07,5.45068e+07,6.44954e+07,2.13479
6.7395e+11,1.95485,1.76942,-3.44812e+07,5.45052e+07,6.44962e+07,2.13486
6.7398e+11,1.95493,1.7695,-3.44852e+07,5.45036e+07,6.4497e+07,2.13492
6.7401e+11,1.955,1.76958,-3.44893e+07,5.45019e+07,6.44979e+07,2.13499
6.7404e+11,1.95507,1.76966,-3.44934e+07,5.45003e+07,6.44987e+07,2.13506
6.7407e+11,1.95515,1.76974,-3.44975e+07,5.44987e+07,6.44995e+07,2.13513
6.741e+11,1.95522,1.76982,-3.45015e+07,5.44971e+07,6.45003e+07,2.13519
6.7413e+11,1.95529,1.7699,-3.45056e+07,5.44955e+07,6.45011e+07,2.13526
6.7416e+11,1.95537,1.76998,-3.45097e+07,5.44939e+07,6.45019e+07,2.13533
6.7419e+11,1.95544,1.77005,-3.45138e+07,5.44922e+07,6.45028e+07,2.13539
6.7422e+11,1.95551,1.77013,-3.45178e+07,5.44906e+07,6.45036e+07,2.13546
6.7425e+11,1.95559,1.77021,-3.45219e+07,5.4489e+07,6.45044e+07,2.13553
6.7428e+11,1.95566,1.77029,-3.4526e+07,5.44874e+07,6.45052e+07,2.13559
6.7431e+11,1.95573,1.77037,-3.45301e+07,5.44858e+07,6.4506e+07,2.13566
6.7434e+11,1.95581,1.77045,-3.45341e+07,5.44842e+07,6.45068e+07,2.13573
6.7437e+11,1.95588,1.77053,-3.45382e+07,5.44825e+07,6.45076e+07,2.13579
6.744e+11,1.95595,1.77061,-3.45423e+07,5.44809e+07,6.45085e+07,2.13586
6.7443e+11,1.95603,1.77068,-3.45464e+07,5.44793e+07,6.45093e+07,2.13593
6.7446e+11,1.9561,1.77076,-3.45504e+07,5.44777e+07,6.45101e+07,2.13599
6.7449e+11,1.95617,1.77084,-3.45545e+07,5.44761e+07,6.45109e+07,2.13606
6.7452e+11,1.95625,1.77092,-3.45586e+07,5.44745e+07,6.45117e+07,2.13613
6.7455e+11,1.95632,1.771,-3.45627e+07,5.44728e+07,6.45125e+07,2.13619
6.7458e+11,1.95639,1.77108,-3.45667e+07,5.44712e+07,6.45133e+07,2.13626
6.7461e+11,1.95647,1.77116,-3.45708e+07,5.44696e+07,6.45142e+07,2.13633
6.7464e+11,1.95654,1.77124,-3.45749e+07,5.4468e+07,6.4515e+07,2.13639
6.7467e+11,1.95661,1.77131,-3.45789e+07,5.44664e+07,6.45158e+07,2.13646
6.747e+11,1.95669,1.77139,-3.4583e+07,5.44647e+07,6.45166e+07,2.13653
6.7473e+11,1.95676,1.77147,-3.45871e+07,5.44631e+07,6.45174e+07,2.13659
6.7476e+11,1.95683,1.77155,-3.45912e+07,5.44615e+07,6.45182e+07,2.13666
6.7479e+11,1.95691,1.77163,-3.45952e+07,5.44599e+07,6.4519e+07,2.13673
6.7482e+11,1.95698,1.77171,-3.45993e+07,5.44582e+07,6.45199e+07,2.13679
6.7485e+11,1.95705,1.77179,-3.46034e+07,5.44566e+07,6.45207e+07,2.13686
6.7488e+11,1.95713,1.77187,-3.46074e+07,5.4455e+07,6.45215e+07,2.13693
6.7491e+11,1.9572,1.77194,-3.46115e+07,5.44534e+07,6.45223e+07,2.13699
6.7494e+11,1.95727,1.77202,-3.46156e+07,5.44518e+07,6.45231e+07,2.13706
6.7497e+11,1.95735,1.7721,-3.46197e+07,5.44501e+07,6.45239e+07,2.13713
6.75e+11,1.95742,1.77218,-3.46237e+07,5.44485e+07,6.45247e+07,2.13719
6.7503e+11,1.95749,1.77226,-3.46278e+07,5.44469e+07,6.45256e+07,2.13726
6.7506e+11,1.95757,1.77234,-3.46319e+07,5.44453e+07,6.45264e+07,2.13733
6.7509e+11,1.95764,1.77242,-3.46359e+07,5.44436e+07,6.45272e+07,2.13739
6.7512e+11,1.95771,1.7725,-3.464e+07,5.4442e+07,6.4528e+07,2.13746
6.7515e+11,1.95778,1.77257,-3.46441e+07,5.44404e+07,6.45288e+07,2.13753
6.7518e+11,1.95786,1.77265,-3.46481e+07,5.44388e+07,6.45296e+07,2.13759
6.7521e+11,1.95793,1.77273,-3.46522e+07,5.44371e+07,6.45304e+07,2.13766
6.7524e+11,1.958,1.77281,-3.46563e+07,5.44355e+07,6.45313e+07,2.13773
6.7527e+11,1.95808,1.77289,-3.46604e+07,5.44339e+07,6.45321e+07,2.13779
6.753e+11,1.95815,1.77297,-3.46644e+07,5.44323e+07,6.45329e+07,2.13786
6.7533e+11,1.95822,1.77305,-3.46685e+07,5.44306e+07,6.45337e+07,2.13793
6.7536e+11,1.9583,1.77313,-3.46726e+07,5.4429e+07,6.45345e+07,2.138
6.7539e+11,1.95837,1.7732,-3.46766e+07,5.44274e+07,6.45353e+07,2.13806
6.7542e+11,1.95844,1.77328,-3.46807e+07,5.44258e+07,6.45361e+07,2.13813
6.7545e+11,1.95852,1.77336,-3.46848e+07,5.44241e+07,6.4537e+07,2.1382
6.7548e+11,1.95859,1.77344,-3.46888e+07,5.44225e+07,6.45378e+07,2.13826
6.7551e+11,1.95866,1.77352,-3.46929e+07,5.44209e+07,6.45386e+07,2.13833
6.7554e+11,1.95874,1.7736,-3.4697e+07,5.44192e+07,6.45394e+07,2.1384
6.7557e+11,1.95881,1.77368,-3.4701e+07,5.44176e+07,6.45402e+07,2.13846
