t,E,M,x,y,r,phi
0,0,0,4.8e+07,0,4.8e+07,0
3e+07,9.84545e-05,7.87636e-05,4.8e+07,5787.92,4.8e+07,0.000120582
6e+07,0.000196909,0.000157527,4.8e+07,11575.8,4.8e+07,0.000241163
9e+07,0.000295363,0.000236291,4.8e+07,17363.8,4.8e+07,0.000361745
1.2e+08,0.000393818,0.000315054,4.8e+07,23151.7,4.8e+07,0.000482327
1.5e+08,0.000492272,0.000393818,4.8e+07,28939.6,4.8e+07,0.000602908
1.8e+08,0.000590727,0.000472582,4.8e+07,34727.5,4.8e+07,0.00072349
2.1e+08,0.000689181,0.000551345,4.8e+07,40515.4,4.8e+07,0.000844071
2.4e+08,0.000787636,0.000630109,4.8e+07,46303.3,4.8e+07,0.000964653
2.7e+08,0.00088609,0.000708872,4.8e+07,52091.3,4.8e+07,0.00108523
3e+08,0.000984545,0.000787636,4.8e+07,57879.2,4.8e+07,0.00120582
3.3e+08,0.001083,0.0008664,4.8e+07,63667.1,4.8e+07,0.0013264
3.6e+08,0.00118145,0.000945163,4.8e+07,69455,4.8e+07,0.00144698
3.9e+08,0.00127991,0.00102393,4.8e+07,75242.9,4.8e+07,0.00156756
4.2e+08,0.00137836,0.00110269,4.79999e+07,81030.8,4.8e+07,0.00168814
4.5e+08,0.00147682,0.00118145,4.79999e+07,86818.7,4.8e+07,0.00180872
4.8e+08,0.00157527,0.00126022,4.79999e+07,92606.7,4.8e+07,0.00192931
5.1e+08,0.00167373,0.00133898,4.79999e+07,98394.6,4.8e+07,0.00204989
5.4e+08,0.00177218,0.00141774,4.79999e+07,104182,4.8e+07,0.00217047
5.7e+08,0.00187064,0.00149651,4.79999e+07,109970,4.8e+07,0.00229105
6e+08,0.00196909,0.00157527,4.79999e+07,115758,4.8e+07,0.00241163
6.3e+08,0.00206754,0.00165404,4.79999e+07,121546,4.8e+07,0.00253221
6.6e+08,0.002166,0.0017328,4.79999e+07,127334,4.8e+07,0.0026528
6.9e+08,0.00226445,0.00181156,4.79998e+07,133122,4.8e+07,0.00277338
7.2e+08,0.00236291,0.00189033,4.79998e+07,138910,4.8e+07,0.00289396
7.5e+08,0.00246136,0.00196909,4.79998e+07,144698,4.8e+07,0.00301454
7.8e+08,0.00255982,0.00204785,4.79998e+07,150486,4.8e+07,0.00313512
8.1e+08,0.00265827,0.00212662,4.79998e+07,156274,4.8e+07,0.0032557
8.4e+08,0.00275673,0.00220538,4.79998e+07,162061,4.8e+07,0.00337628
8.7e+08,0.00285518,0.00228414,4.79998e+07,167849,4.8e+07,0.00349687
9e+08,0.00295363,0.00236291,4.79997e+07,173637,4.80001e+07,0.00361745
9.3e+08,0.00305209,0.00244167,4.79997e+07,179425,4.80001e+07,0.00373803
9.6e+08,0.00315054,0.00252044,4.79997e+07,185213,4.80001e+07,0.00385861
9.9e+08,0.003249,0.0025992,4.79997e+07,191001,4.80001e+07,0.00397919
1.02e+09,0.00334745,0.00267796,4.79997e+07,196789,4.80001e+07,0.00409977
1.05e+09,0.00344591,0.00275673,4.79996e+07,202577,4.80001e+07,0.00422035
1.08e+09,0.00354436,0.00283549,4.79996e+07,208365,4.80001e+07,0.00434093
1.11e+09,0.00364281,0.00291425,4.79996e+07,214152,4.80001e+07,0.00446152
1.14e+09,0.00374127,0.00299302,4.79996e+07,219940,4.80001e+07,0.0045821
1.17e+09,0.00383972,0.00307178,4.79996e+07,225728,4.80001e+07,0.00470268
1.2e+09,0.00393818,0.00315054,4.79995e+07,231516,4.80001e+07,0.00482326
1.23e+09,0.00403663,0.00322931,4.79995e+07,237304,4.80001e+07,0.00494384
1.26e+09,0.00413509,0.00330807,4.79995e+07,243092,4.80001e+07,0.00506442
1.29e+09,0.00423354,0.00338683,4.79995e+07,248880,4.80001e+07,0.005185
1.32e+09,0.00433199,0.0034656,4.79994e+07,254667,4.80001e+07,0.00530558
1.35e+09,0.00443045,0.00354436,4.79994e+07,260455,4.80001e+07,0.00542616
1.38e+09,0.0045289,0.00362313,4.79994e+07,266243,4.80001e+07,0.00554675
1.41e+09,0.00462736,0.00370189,4.79994e+07,272031,4.80001e+07,0.00566733
1.44e+09,0.00472581,0.00378065,4.79993e+07,277819,4.80001e+07,0.00578791
1.47e+09,0.00482427,0.00385942,4.79993e+07,283607,4.80001e+07,0.00590849
1.5e+09,0.00492272,0.00393818,4.79993e+07,289394,4.80001e+07,0.00602907
1.53e+09,0.00502117,0.00401694,4.79992e+07,295182,4.80002e+07,0.00614965
1.56e+09,0.00511963,0.00409571,4.79992e+07,300970,4.80002e+07,0.00627023
1.59e+09,0.00521808,0.00417447,4.79992e+07,306758,4.80002e+07,0.00639081
1.62e+09,0.00531654,0.00425323,4.79992e+07,312546,4.80002e+07,0.00651139
1.65e+09,0.00541499,0.004332,4.79991e+07,318334,4.80002e+07,0.00663197
1.68e+09,0.00551344,0.00441076,4.79991e+07,324121,4.80002e+07,0.00675255
1.71e+09,0.0056119,0.00448953,4.79991e+07,329909,4.80002e+07,0.00687314
1.74e+09,0.00571035,0.00456829,4.7999e+07,335697,4.80002e+07,0.00699372
1.77e+09,0.00580881,0.00464705,4.7999e+07,341485,4.80002e+07,0.0071143
1.8e+09,0.00590726,0.00472582,4.7999e+07,347273,4.80002e+07,0.00723488
1.83e+09,0.00600572,0.00480458,4.79989e+07,353060,4.80002e+07,0.00735546
1.86e+09,0.00610417,0.00488334,4.79989e+07,358848,4.80002e+07,0.00747604
1.89e+09,0.00620262,0.00496211,4.79988e+07,364636,4.80002e+07,0.00759662
1.92e+09,0.00630108,0.00504087,4.79988e+07,370424,4.80002e+07,0.0077172
1.95e+09,0.00639953,0.00511963,4.79988e+07,376212,4.80002e+07,0.00783778
1.98e+09,0.00649799,0.0051984,4.79987e+07,381999,4.80003e+07,0.00795836
2.01e+09,0.00659644,0.00527716,4.79987e+07,387787,4.80003e+07,0.00807894
2.04e+09,0.00669489,0.00535592,4.79987e+07,393575,4.80003e+07,0.00819952
2.07e+09,0.00679335,0.00543469,4.79986e+07,399363,4.80003e+07,0.0083201
2.1e+09,0.0068918,0.00551345,4.79986e+07,405150,4.80003e+07,0.00844068
2.13e+09,0.00699026,0.00559222,4.79985e+07,410938,4.80003e+07,0.00856126
2.16e+09,0.00708871,0.00567098,4.79985e+07,416726,4.80003e+07,0.00868184
2.19e+09,0.00718716,0.00574974,4.79985e+07,422514,4.80003e+07,0.00880242
2.22e+09,0.00728562,0.00582851,4.79984e+07,428301,4.80003e+07,0.008923
2.25e+09,0.00738407,0.00590727,4.79984e+07,434089,4.80003e+07,0.00904358
2.28e+09,0.00748252,0.00598603,4.79983e+07,439877,4.80003e+07,0.00916416
2.31e+09,0.00758098,0.0060648,4.79983e+07,445664,4.80003e+07,0.00928474
2.34e+09,0.00767943,0.00614356,4.79982e+07,451452,4.80004e+07,0.00940532
2.37e+09,0.00777789,0.00622232,4.79982e+07,457240,4.80004e+07,0.0095259
2.4e+09,0.00787634,0.00630109,4.79981e+07,463028,4.80004e+07,0.00964648
2.43e+09,0.00797479,0.00637985,4.79981e+07,468815,4.80004e+07,0.00976706
2.46e+09,0.00807325,0.00645862,4.7998e+07,474603,4.80004e+07,0.00988764
2.49e+09,0.0081717,0.00653738,4.7998e+07,480391,4.80004e+07,0.0100082
2.52e+09,0.00827015,0.00661614,4.79979e+07,486178,4.80004e+07,0.0101288
2.55e+09,0.00836861,0.00669491,4.79979e+07,491966,4.80004e+07,0.0102494
2.58e+09,0.00846706,0.00677367,4.79978e+07,497754,4.80004e+07,0.01037
2.61e+09,0.00856552,0.00685243,4.79978e+07,503541,4.80004e+07,0.0104905
2.64e+09,0.00866397,0.0069312,4.79977e+07,509329,4.80005e+07,0.0106111
2.67e+09,0.00876242,0.00700996,4.79977e+07,515117,4.80005e+07,0.0107317
2.7e+09,0.00886088,0.00708872,4.79976e+07,520904,4.80005e+07,0.0108523
2.73e+09,0.00895933,0.00716749,4.79976e+07,526692,4.80005e+07,0.0109729
2.76e+09,0.00905778,0.00724625,4.79975e+07,532479,4.80005e+07,0.0110934
2.79e+09,0.00915624,0.00732501,4.79975e+07,538267,4.80005e+07,0.011214
2.82e+09,0.00925469,0.00740378,4.79974e+07,544055,4.80005e+07,0.0113346
2.85e+09,0.00935314,0.00748254,4.79974e+07,549842,4.80005e+07,0.0114552
2.88e+09,0.0094516,0.00756131,4.79973e+07,555630,4.80005e+07,0.0115758
2.91e+09,0.00955005,0.00764007,4.79973e+07,561417,4.80005e+07,0.0116963
2.94e+09,0.0096485,0.00771883,4.79972e+07,567205,4.80006e+07,0.0118169
2.97e+09,0.00974696,0.0077976,4.79971e+07,572993,4.80006e+07,0.0119375
3e+09,0.00984541,0.00787636,4.79971e+07,578780,4.80006e+07,0.0120581
3.03e+09,0.00994386,0.00795512,4.7997e+07,584568,4.80006e+07,0.0121786
3.06e+09,0.0100423,0.00803389,4.7997e+07,590355,4.80006e+07,0.0122992
3.09e+09,0.0101408,0.00811265,4.79969e+07,596143,4.80006e+07,0.0124198
3.12e+09,0.0102392,0.00819141,4.79969e+07,601930,4.80006e+07,0.0125404
3.15e+09,0.0103377,0.00827018,4.79968e+07,607718,4.80006e+07,0.012661
3.18e+09,0.0104361,0.00834894,4.79967e+07,613505,4.80007e+07,0.0127815
3.21e+09,0.0105346,0.0084277,4.79967e+07,619293,4.80007e+07,0.0129021
3.24e+09,0.010633,0.00850647,4.79966e+07,625081,4.80007e+07,0.0130227
3.27e+09,0.0107315,0.00858523,4.79965e+07,630868,4.80007e+07,0.0131433
3.3e+09,0.0108299,0.008664,4.79965e+07,636656,4.80007e+07,0.0132639
3.33e+09,0.0109284,0.00874276,4.79964e+07,642443,4.80007e+07,0.0133844
3.36e+09,0.0110268,0.00882152,4.79964e+07,648230,4.80007e+07,0.013505
3.39e+09,0.0111253,0.00890029,4.79963e+07,654018,4.80007e+07,0.0136256
3.42e+09,0.0112238,0.00897905,4.79962e+07,659805,4.80008e+07,0.0137462
3.45e+09,0.0113222,0.00905781,4.79962e+07,665593,4.80008e+07,0.0138667
3.48e+09,0.0114207,0.00913658,4.79961e+07,671380,4.80008e+07,0.0139873
3.51e+09,0.0115191,0.00921534,4.7996e+07,677168,4.80008e+07,0.0141079
3.54e+09,0.0116176,0.0092941,4.7996e+07,682955,4.80008e+07,0.0142285
3.57e+09,0.011716,0.00937287,4.79959e+07,688743,4.80008e+07,0.0143491
3.6e+09,0.0118145,0.00945163,4.79958e+07,694530,4.80008e+07,0.0144696
3.63e+09,0.0119129,0.0095304,4.79957e+07,700317,4.80009e+07,0.0145902
3.66e+09,0.0120114,0.00960916,4.79957e+07,706105,4.80009e+07,0.0147108
3.69e+09,0.0121098,0.00968792,4.79956e+07,711892,4.80009e+07,0.0148314
3.72e+09,0.0122083,0.00976669,4.79955e+07,717680,4.80009e+07,0.0149519
3.75e+09,0.0123067,0.00984545,4.79955e+07,723467,4.80009e+07,0.0150725
3.78e+09,0.0124052,0.00992421,4.79954e+07,729254,4.80009e+07,0.0151931
3.81e+09,0.0125036,0.010003,4.79953e+07,735042,4.80009e+07,0.0153137
3.84e+09,0.0126021,0.0100817,4.79952e+07,740829,4.8001e+07,0.0154342
3.87e+09,0.0127005,0.0101605,4.79952e+07,746616,4.8001e+07,0.0155548
3.9e+09,0.012799,0.0102393,4.79951e+07,752404,4.8001e+07,0.0156754
3.93e+09,0.0128974,0.010318,4.7995e+07,758191,4.8001e+07,0.015796
3.96e+09,0.0129959,0.0103968,4.79949e+07,763978,4.8001e+07,0.0159166
3.99e+09,0.0130944,0.0104756,4.79949e+07,769766,4.8001e+07,0.0160371
4.02e+09,0.0131928,0.0105543,4.79948e+07,775553,4.8001e+07,0.0161577
4.05e+09,0.0132913,0.0106331,4.79947e+07,781340,4.80011e+07,0.0162783
4.08e+09,0.0133897,0.0107118,4.79946e+07,787128,4.80011e+07,0.0163989
4.11e+09,0.0134882,0.0107906,4.79945e+07,792915,4.80011e+07,0.0165194
4.14e+09,0.0135866,0.0108694,4.79945e+07,798702,4.80011e+07,0.01664
4.17e+09,0.0136851,0.0109481,4.79944e+07,804489,4.80011e+07,0.0167606
4.2e+09,0.0137835,0.0110269,4.79943e+07,810277,4.80011e+07,0.0168812
4.23e+09,0.013882,0.0111057,4.79942e+07,816064,4.80012e+07,0.0170017
4.26e+09,0.0139804,0.0111844,4.79941e+07,821851,4.80012e+07,0.0171223
4.29e+09,0.0140789,0.0112632,4.79941e+07,827638,4.80012e+07,0.0172429
4.32e+09,0.0141773,0.011342,4.7994e+07,833425,4.80012e+07,0.0173635
4.35e+09,0.0142758,0.0114207,4.79939e+07,839213,4.80012e+07,0.017484
4.38e+09,0.0143742,0.0114995,4.79938e+07,845000,4.80012e+07,0.0176046
4.41e+09,0.0144727,0.0115782,4.79937e+07,850787,4.80013e+07,0.0177252
4.44e+09,0.0145711,0.011657,4.79936e+07,856574,4.80013e+07,0.0178458
4.47e+09,0.0146696,0.0117358,4.79935e+07,862361,4.80013e+07,0.0179663
4.5e+09,0.014768,0.0118145,4.79935e+07,868148,4.80013e+07,0.0180869
4.53e+09,0.0148665,0.0118933,4.79934e+07,873935,4.80013e+07,0.0182075
4.56e+09,0.0149649,0.0119721,4.79933e+07,879723,4.80013e+07,0.0183281
4.59e+09,0.0150634,0.0120508,4.79932e+07,885510,4.80014e+07,0.0184486
4.62e+09,0.0151618,0.0121296,4.79931e+07,891297,4.80014e+07,0.0185692
4.65e+09,0.0152603,0.0122084,4.7993e+07,897084,4.80014e+07,0.0186898
4.68e+09,0.0153588,0.0122871,4.79929e+07,902871,4.80014e+07,0.0188104
4.71e+09,0.0154572,0.0123659,4.79928e+07,908658,4.80014e+07,0.0189309
4.74e+09,0.0155557,0.0124446,4.79927e+07,914445,4.80015e+07,0.0190515
4.77e+09,0.0156541,0.0125234,4.79926e+07,920232,4.80015e+07,0.0191721
4.8e+09,0.0157526,0.0126022,4.79926e+07,926019,4.80015e+07,0.0192927
4.83e+09,0.015851,0.0126809,4.79925e+07,931806,4.80015e+07,0.0194132
4.86e+09,0.0159495,0.0127597,4.79924e+07,937593,4.80015e+07,0.0195338
4.89e+09,0.0160479,0.0128385,4.79923e+07,943380,4.80015e+07,0.0196544
4.92e+09,0.0161464,0.0129172,4.79922e+07,949167,4.80016e+07,0.019775
4.95e+09,0.0162448,0.012996,4.79921e+07,954954,4.80016e+07,0.0198955
4.98e+09,0.0163433,0.0130748,4.7992e+07,960741,4.80016e+07,0.0200161
5.01e+09,0.0164417,0.0131535,4.79919e+07,966528,4.80016e+07,0.0201367
5.04e+09,0.0165402,0.0132323,4.79918e+07,972315,4.80016e+07,0.0202573
5.07e+09,0.0166386,0.013311,4.79917e+07,978102,4.80017e+07,0.0203778
5.1e+09,0.0167371,0.0133898,4.79916e+07,983889,4.80017e+07,0.0204984
5.13e+09,0.0168355,0.0134686,4.79915e+07,989676,4.80017e+07,0.020619
5.16e+09,0.016934,0.0135473,4.79914e+07,995463,4.80017e+07,0.0207395
5.19e+09,0.0170324,0.0136261,4.79913e+07,1.00125e+06,4.80017e+07,0.0208601
5.22e+09,0.0171309,0.0137049,4.79912e+07,1.00704e+06,4.80018e+07,0.0209807
5.25e+09,0.0172293,0.0137836,4.79911e+07,1.01282e+06,4.80018e+07,0.0211013
5.28e+09,0.0173278,0.0138624,4.7991e+07,1.01861e+06,4.80018e+07,0.0212218
5.31e+09,0.0174262,0.0139412,4.79909e+07,1.0244e+06,4.80018e+07,0.0213424
5.34e+09,0.0175247,0.0140199,4.79908e+07,1.03018e+06,4.80018e+07,0.021463
5.37e+09,0.0176231,0.0140987,4.79907e+07,1.03597e+06,4.80019e+07,0.0215836
5.4e+09,0.0177216,0.0141774,4.79906e+07,1.04176e+06,4.80019e+07,0.0217041
5.43e+09,0.01782,0.0142562,4.79905e+07,1.04754e+06,4.80019e+07,0.0218247
5.46e+09,0.0179185,0.014335,4.79904e+07,1.05333e+06,4.80019e+07,0.0219453
5.49e+09,0.0180169,0.0144137,4.79903e+07,1.05912e+06,4.80019e+07,0.0220658
5.52e+09,0.0181154,0.0144925,4.79902e+07,1.0649e+06,4.8002e+07,0.0221864
5.55e+09,0.0182138,0.0145713,4.799e+07,1.07069e+06,4.8002e+07,0.022307
5.58e+09,0.0183123,0.01465,4.79899e+07,1.07648e+06,4.8002e+07,0.0224276
5.61e+09,0.0184107,0.0147288,4.79898e+07,1.08226e+06,4.8002e+07,0.0225481
5.64e+09,0.0185092,0.0148076,4.79897e+07,1.08805e+06,4.80021e+07,0.0226687
5.67e+09,0.0186076,0.0148863,4.79896e+07,1.09384e+06,4.80021e+07,0.0227893
5.7e+09,0.0187061,0.0149651,4.79895e+07,1.09962e+06,4.80021e+07,0.0229098
5.73e+09,0.0188045,0.0150438,4.79894e+07,1.10541e+06,4.80021e+07,0.0230304
5.76e+09,0.018903,0.0151226,4.79893e+07,1.1112e+06,4.80021e+07,0.023151
5.79e+09,0.0190014,0.0152014,4.79892e+07,1.11698e+06,4.80022e+07,0.0232716
5.82e+09,0.0190999,0.0152801,4.79891e+07,1.12277e+06,4.80022e+07,0.0233921
5.85e+09,0.0191983,0.0153589,4.79889e+07,1.12856e+06,4.80022e+07,0.0235127
5.88e+09,0.0192968,0.0154377,4.79888e+07,1.13434e+06,4.80022e+07,0.0236333
5.91e+09,0.0193952,0.0155164,4.79887e+07,1.14013e+06,4.80023e+07,0.0237538
5.94e+09,0.0194937,0.0155952,4.79886e+07,1.14592e+06,4.80023e+07,0.0238744
5.97e+09,0.0195921,0.015674,4.79885e+07,1.1517e+06,4.80023e+07,0.023995
6e+09,0.0196906,0.0157527,4.79884e+07,1.15749e+06,4.80023e+07,0.0241155
6.03e+09,0.019789,0.0158315,4.79883e+07,1.16328e+06,4.80023e+07,0.0242361
6.06e+09,0.0198875,0.0159102,4.79881e+07,1.16906e+06,4.80024e+07,0.0243567
6.09e+09,0.0199859,0.015989,4.7988e+07,1.17485e+06,4.80024e+07,0.0244773
6.12e+09,0.0200844,0.0160678,4.79879e+07,1.18064e+06,4.80024e+07,0.0245978
6.15e+09,0.0201828,0.0161465,4.79878e+07,1.18642e+06,4.80024e+07,0.0247184
6.18e+09,0.0202813,0.0162253,4.79877e+07,1.19221e+06,4.80025e+07,0.024839
6.21e+09,0.0203797,0.0163041,4.79875e+07,1.198e+06,4.80025e+07,0.0249595
6.24e+09,0.0204782,0.0163828,4.79874e+07,1.20378e+06,4.80025e+07,0.0250801
6.27e+09,0.0205766,0.0164616,4.79873e+07,1.20957e+06,4.80025e+07,0.0252007
6.3e+09,0.0206751,0.0165404,4.79872e+07,1.21535e+06,4.80026e+07,0.0253212
6.33e+09,0.0207735,0.0166191,4.79871e+07,1.22114e+06,4.80026e+07,0.0254418
6.36e+09,0.020872,0.0166979,4.79869e+07,1.22693e+06,4.80026e+07,0.0255624
6.39e+09,0.0209704,0.0167766,4.79868e+07,1.23271e+06,4.80026e+07,0.0256829
6.42e+09,0.0210689,0.0168554,4.79867e+07,1.2385e+06,4.80027e+07,0.0258035
6.45e+09,0.0211673,0.0169342,4.79866e+07,1.24429e+06,4.80027e+07,0.0259241
6.48e+09,0.0212658,0.0170129,4.79864e+07,1.25007e+06,4.80027e+07,0.0260447
6.51e+09,0.0213642,0.0170917,4.79863e+07,1.25586e+06,4.80027e+07,0.0261652
6.54e+09,0.0214627,0.0171705,4.79862e+07,1.26165e+06,4.80028e+07,0.0262858
6.57e+09,0.0215611,0.0172492,4.79861e+07,1.26743e+06,4.80028e+07,0.0264064
6.6e+09,0.0216596,0.017328,4.79859e+07,1.27322e+06,4.80028e+07,0.0265269
6.63e+09,0.021758,0.0174068,4.79858e+07,1.279e+06,4.80028e+07,0.0266475
6.66e+09,0.0218565,0.0174855,4.79857e+07,1.28479e+06,4.80029e+07,0.0267681
6.69e+09,0.0219549,0.0175643,4.79855e+07,1.29058e+06,4.80029e+07,0.0268886
6.72e+09,0.0220534,0.017643,4.79854e+07,1.29636e+06,4.80029e+07,0.0270092
6.75e+09,0.0221518,0.0177218,4.79853e+07,1.30215e+06,4.80029e+07,0.0271298
6.78e+09,0.0222503,0.0178006,4.79851e+07,1.30793e+06,4.8003e+07,0.0272503
6.81e+09,0.0223487,0.0178793,4.7985e+07,1.31372e+06,4.8003e+07,0.0273709
6.84e+09,0.0224472,0.0179581,4.79849e+07,1.31951e+06,4.8003e+07,0.0274915
6.87e+09,0.0225456,0.0180369,4.79848e+07,1.32529e+06,4.8003e+07,0.027612
6.9e+09,0.0226441,0.0181156,4.79846e+07,1.33108e+06,4.80031e+07,0.0277326
6.93e+09,0.0227425,0.0181944,4.79845e+07,1.33687e+06,4.80031e+07,0.0278532
6.96e+09,0.0228409,0.0182732,4.79843e+07,1.34265e+06,4.80031e+07,0.0279737
6.99e+09,0.0229394,0.0183519,4.79842e+07,1.34844e+06,4.80032e+07,0.0280943
7.02e+09,0.0230378,0.0184307,4.79841e+07,1.35422e+06,4.80032e+07,0.0282149
7.05e+09,0.0231363,0.0185094,4.79839e+07,1.36001e+06,4.80032e+07,0.0283354
7.08e+09,0.0232347,0.0185882,4.79838e+07,1.3658e+06,4.80032e+07,0.028456
7.11e+09,0.0233332,0.018667,4.79837e+07,1.37158e+06,4.80033e+07,0.0285766
7.14e+09,0.0234316,0.0187457,4.79835e+07,1.37737e+06,4.80033e+07,0.0286971
7.17e+09,0.0235301,0.0188245,4.79834e+07,1.38315e+06,4.80033e+07,0.0288177
7.2e+09,0.0236285,0.0189033,4.79833e+07,1.38894e+06,4.80033e+07,0.0289382
7.23e+09,0.023727,0.018982,4.79831e+07,1.39472e+06,4.80034e+07,0.0290588
7.26e+09,0.0238254,0.0190608,4.7983e+07,1.40051e+06,4.80034e+07,0.0291794
7.29e+09,0.0239239,0.0191396,4.79828e+07,1.4063e+06,4.80034e+07,0.0292999
7.32e+09,0.0240223,0.0192183,4.79827e+07,1.41208e+06,4.80035e+07,0.0294205
7.35e+09,0.0241208,0.0192971,4.79825e+07,1.41787e+06,4.80035e+07,0.0295411
7.38e+09,0.0242192,0.0193758,4.79824e+07,1.42365e+06,4.80035e+07,0.0296616
7.41e+09,0.0243177,0.0194546,4.79823e+07,1.42944e+06,4.80035e+07,0.0297822
7.44e+09,0.0244161,0.0195334,4.79821e+07,1.43523e+06,4.80036e+07,0.0299028
7.47e+09,0.0245146,0.0196121,4.7982e+07,1.44101e+06,4.80036e+07,0.0300233
7.5e+09,0.024613,0.0196909,4.79818e+07,1.4468e+06,4.80036e+07,0.0301439
7.53e+09,0.0247115,0.0197697,4.79817e+07,1.45258e+06,4.80037e+07,0.0302645
7.56e+09,0.0248099,0.0198484,4.79815e+07,1.45837e+06,4.80037e+07,0.030385
7.59e+09,0.0249083,0.0199272,4.79814e+07,1.46415e+06,4.80037e+07,0.0305056
7.62e+09,0.0250068,0.020006,4.79812e+07,1.46994e+06,4.80038e+07,0.0306261
7.65e+09,0.0251052,0.0200847,4.79811e+07,1.47573e+06,4.80038e+07,0.0307467
7.68e+09,0.0252037,0.0201635,4.79809e+07,1.48151e+06,4.80038e+07,0.0308673
7.71e+09,0.0253021,0.0202422,4.79808e+07,1.4873e+06,4.80038e+07,0.0309878
7.74e+09,0.0254006,0.020321,4.79806e+07,1.49308e+06,4.80039e+07,0.0311084
7.77e+09,0.025499,0.0203998,4.79805e+07,1.49887e+06,4.80039e+07,0.031229
7.8e+09,0.0255975,0.0204785,4.79803e+07,1.50465e+06,4.80039e+07,0.0313495
7.83e+09,0.0256959,0.0205573,4.79802e+07,1.51044e+06,4.8004e+07,0.0314701
7.86e+09,0.0257944,0.0206361,4.798e+07,1.51622e+06,4.8004e+07,0.0315906
7.89e+09,0.0258928,0.0207148,4.79799e+07,1.52201e+06,4.8004e+07,0.0317112
7.92e+09,0.0259913,0.0207936,4.79797e+07,1.5278e+06,4.80041e+07,0.0318318
7.95e+09,0.0260897,0.0208724,4.79796e+07,1.53358e+06,4.80041e+07,0.0319523
7.98e+09,0.0261881,0.0209511,4.79794e+07,1.53937e+06,4.80041e+07,0.0320729
8.01e+09,0.0262866,0.0210299,4.79793e+07,1.54515e+06,4.80041e+07,0.0321934
8.04e+09,0.026385,0.0211086,4.79791e+07,1.55094e+06,4.80042e+07,0.032314
8.07e+09,0.0264835,0.0211874,4.7979e+07,1.55672e+06,4.80042e+07,0.0324346
8.1e+09,0.0265819,0.0212662,4.79788e+07,1.56251e+06,4.80042e+07,0.0325551
8.13e+09,0.0266804,0.0213449,4.79786e+07,1.56829e+06,4.80043e+07,0.0326757
8.16e+09,0.0267788,0.0214237,4.79785e+07,1.57408e+06,4.80043e+07,0.0327962
8.19e+09,0.0268773,0.0215025,4.79783e+07,1.57986e+06,4.80043e+07,0.0329168
8.22e+09,0.0269757,0.0215812,4.79782e+07,1.58565e+06,4.80044e+07,0.0330374
8.25e+09,0.0270742,0.02166,4.7978e+07,1.59143e+06,4.80044e+07,0.0331579
8.28e+09,0.0271726,0.0217388,4.79779e+07,1.59722e+06,4.80044e+07,0.0332785
8.31e+09,0.0272711,0.0218175,4.79777e+07,1.60301e+06,4.80045e+07,0.033399
8.34e+09,0.0273695,0.0218963,4.79775e+07,1.60879e+06,4.80045e+07,0.0335196
8.37e+09,0.0274679,0.021975,4.79774e+07,1.61458e+06,4.80045e+07,0.0336402
8.4e+09,0.0275664,0.0220538,4.79772e+07,1.62036e+06,4.80046e+07,0.0337607
8.43e+09,0.0276648,0.0221326,4.7977e+07,1.62615e+06,4.80046e+07,0.0338813
8.46e+09,0.0277633,0.0222113,4.79769e+07,1.63193e+06,4.80046e+07,0.0340018
8.49e+09,0.0278617,0.0222901,4.79767e+07,1.63772e+06,4.80047e+07,0.0341224
8.52e+09,0.0279602,0.0223689,4.79765e+07,1.6435e+06,4.80047e+07,0.034243
8.55e+09,0.0280586,0.0224476,4.79764e+07,1.64929e+06,4.80047e+07,0.0343635
8.58e+09,0.0281571,0.0225264,4.79762e+07,1.65507e+06,4.80048e+07,0.0344841
8.61e+09,0.0282555,0.0226052,4.79761e+07,1.66086e+06,4.80048e+07,0.0346046
8.64e+09,0.0283539,0.0226839,4.79759e+07,1.66664e+06,4.80048e+07,0.0347252
8.67e+09,0.0284524,0.0227627,4.79757e+07,1.67243e+06,4.80049e+07,0.0348457
8.7e+09,0.0285508,0.0228414,4.79755e+07,1.67821e+06,4.80049e+07,0.0349663
8.73e+09,0.0286493,0.0229202,4.79754e+07,1.684e+06,4.80049e+07,0.0350869
8.76e+09,0.0287477,0.022999,4.79752e+07,1.68978e+06,4.8005e+07,0.0352074
8.79e+09,0.0288462,0.0230777,4.7975e+07,1.69557e+06,4.8005e+07,0.035328
8.82e+09,0.0289446,0.0231565,4.79749e+07,1.70135e+06,4.8005e+07,0.0354485
8.85e+09,0.0290431,0.0232353,4.79747e+07,1.70714e+06,4.80051e+07,0.0355691
8.88e+09,0.0291415,0.023314,4.79745e+07,1.71292e+06,4.80051e+07,0.0356896
8.91e+09,0.0292399,0.0233928,4.79744e+07,1.71871e+06,4.80051e+07,0.0358102
8.94e+09,0.0293384,0.0234716,4.79742e+07,1.72449e+06,4.80052e+07,0.0359308
8.97e+09,0.0294368,0.0235503,4.7974e+07,1.73028e+06,4.80052e+07,0.0360513
9e+09,0.0295353,0.0236291,4.79738e+07,1.73606e+06,4.80052e+07,0.0361719
9.03e+09,0.0296337,0.0237078,4.79737e+07,1.74184e+06,4.80053e+07,0.0362924
9.06e+09,0.0297322,0.0237866,4.79735e+07,1.74763e+06,4.80053e+07,0.036413
9.09e+09,0.0298306,0.0238654,4.79733e+07,1.75341e+06,4.80053e+07,0.0365335
9.12e+09,0.0299291,0.0239441,4.79731e+07,1.7592e+06,4.80054e+07,0.0366541
